,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
14,frozenset({'?a http://example.com/highway_system_P16.http://example.com/country_P17 ?b'}),frozenset({'?a http://example.com/country_P17 ?b'}),12791.0,838073.0,12621.0,0.986709405050426,1.177354961978761e-06,-10719779122.0,-63057523.24705861
15,frozenset({'?a http://example.com/country_P17 ?b'}),frozenset({'?a http://example.com/highway_system_P16.http://example.com/country_P17 ?b'}),838073.0,12791.0,12621.0,0.015059547318670331,1.177354961978761e-06,-10719779122.0,-12985.556604139309
16,frozenset({'?a http://example.com/is_in_the_administrative_territorial_entity_P131.http://example.com/capital_P36 ?b'}),frozenset({'?a http://example.com/contains_administrative_territorial_entity_P150 ?b'}),332335.0,89323.0,919.0,0.0027652820196488485,3.095823046302574e-08,-29685158286.0,-89569.68544065465
17,frozenset({'?a http://example.com/contains_administrative_territorial_entity_P150 ?b'}),frozenset({'?a http://example.com/is_in_the_administrative_territorial_entity_P131.http://example.com/capital_P36 ?b'}),89323.0,332335.0,919.0,0.01028850352092966,3.095823046302574e-08,-29685158286.0,-335788.7638794625
18,frozenset({'?a http://example.com/is_in_the_administrative_territorial_entity_P131.http://example.com/capital_P36 ?b'}),frozenset({'?a http://example.com/shares_border_with_P47 ?b'}),332335.0,88617.0,2063.0,0.006207591737253073,7.004967147672651e-08,-29450528632.0,-89169.52802538514
19,frozenset({'?a http://example.com/shares_border_with_P47 ?b'}),frozenset({'?a http://example.com/is_in_the_administrative_territorial_entity_P131.http://example.com/capital_P36 ?b'}),88617.0,332335.0,2063.0,0.023279957570217905,7.004967147672651e-08,-29450528632.0,-340255.12487002334
20,frozenset({'?a http://example.com/shares_border_with_P47 ?b'}),frozenset({'?b http://example.com/is_in_the_administrative_territorial_entity_P131.http://example.com/capital_P36 ?a'}),88617.0,332335.0,2244.0,0.02532245505941298,7.619557091312374e-08,-29450528451.0,-340968.15067208506
21,frozenset({'?b http://example.com/is_in_the_administrative_territorial_entity_P131.http://example.com/capital_P36 ?a'}),frozenset({'?a http://example.com/shares_border_with_P47 ?b'}),332335.0,88617.0,2244.0,0.006752222907608287,7.619557091312374e-08,-29450528451.0,-89218.4226773829
22,frozenset({'?a http://example.com/cast_member_P161 ?b'}),frozenset({'?a http://example.com/succeeded_by_P156.http://example.com/cast_member_P161 ?b'}),275616.0,4676.0,1288.0,0.004673168466271914,9.993944538648234e-07,-1288779128.0,-4696.949636930973
23,frozenset({'?a http://example.com/succeeded_by_P156.http://example.com/cast_member_P161 ?b'}),frozenset({'?a http://example.com/cast_member_P161 ?b'}),4676.0,275616.0,1288.0,0.2754491017964072,9.993944538648234e-07,-1288779128.0,-380394.2561983471
24,frozenset({'?a http://example.com/is_in_the_administrative_territorial_entity_P131 ?b'}),frozenset({'?a http://example.com/lake_outflow_P201.http://example.com/is_in_the_administrative_territorial_entity_P131 ?b'}),661749.0,185.0,109.0,0.00016471502034759404,8.903514613383461e-07,-122423456.0,-184.03031255667733
25,frozenset({'?a http://example.com/lake_outflow_P201.http://example.com/is_in_the_administrative_territorial_entity_P131 ?b'}),frozenset({'?a http://example.com/is_in_the_administrative_territorial_entity_P131 ?b'}),185.0,661749.0,109.0,0.5891891891891892,8.90351461338346e-07,-122423456.0,-1610833.947368421
26,frozenset({'?a http://example.com/mother_P25.http://example.com/child_P40 ?b'}),frozenset({'?a http://example.com/succeeded_by_P156 ?b'}),44362.0,105481.0,129.0,0.0029078941436364455,2.7567942507526906e-08,-4679347993.0,-105787.61919833609
27,frozenset({'?a http://example.com/succeeded_by_P156 ?b'}),frozenset({'?a http://example.com/mother_P25.http://example.com/child_P40 ?b'}),105481.0,44362.0,129.0,0.0012229690655189086,2.7567942507526906e-08,-4679347993.0,-44415.31856063482
28,frozenset({'?a http://example.com/succeeded_by_P156 ?b'}),frozenset({'?b http://example.com/mother_P25.http://example.com/child_P40 ?a'}),105481.0,44362.0,131.0,0.0012419298262246281,2.7995352468883912e-08,-4679347991.0,-44416.16175605126
29,frozenset({'?b http://example.com/mother_P25.http://example.com/child_P40 ?a'}),frozenset({'?a http://example.com/succeeded_by_P156 ?b'}),44362.0,105481.0,131.0,0.002952977773770344,2.7995352468883912e-08,-4679347991.0,-105792.40261355159
30,frozenset({'?a http://example.com/mother_P25.http://example.com/child_P40 ?b'}),frozenset({'?a http://example.com/preceded_by_P155 ?b'}),44362.0,112483.0,123.0,0.0027726432532347504,2.4649442611192363e-08,-4989970723.0,-112794.73957367934
31,frozenset({'?a http://example.com/preceded_by_P155 ?b'}),frozenset({'?a http://example.com/mother_P25.http://example.com/child_P40 ?b'}),112483.0,44362.0,123.0,0.0010934985731177157,2.4649442611192363e-08,-4989970723.0,-44409.56179245283
32,frozenset({'?a http://example.com/preceded_by_P155 ?b'}),frozenset({'?b http://example.com/mother_P25.http://example.com/child_P40 ?a'}),112483.0,44362.0,125.0,0.0011112790377212558,2.50502465560898e-08,-4989970721.0,-44410.35229356165
33,frozenset({'?b http://example.com/mother_P25.http://example.com/child_P40 ?a'}),frozenset({'?a http://example.com/preceded_by_P155 ?b'}),44362.0,112483.0,125.0,0.0028177268833686486,2.5050246556089797e-08,-4989970721.0,-112799.83913918214
34,frozenset({'?a http://example.com/mother_P25.http://example.com/child_P40 ?b'}),frozenset({'?a http://example.com/brother_P7 ?b'}),44362.0,5087.0,1364.0,0.030747035751318697,6.044237419170178e-06,-225668130.0,-5247.3401553560625
35,frozenset({'?a http://example.com/brother_P7 ?b'}),frozenset({'?a http://example.com/mother_P25.http://example.com/child_P40 ?b'}),5087.0,44362.0,1364.0,0.26813446038922745,6.044237419170178e-06,-225668130.0,-60613.59307010476
36,frozenset({'?a http://example.com/brother_P7 ?b'}),frozenset({'?b http://example.com/mother_P25.http://example.com/child_P40 ?a'}),5087.0,44362.0,1333.0,0.2620404953803814,5.9068683869163105e-06,-225668161.0,-60113.0546084177
37,frozenset({'?b http://example.com/mother_P25.http://example.com/child_P40 ?a'}),frozenset({'?a http://example.com/brother_P7 ?b'}),44362.0,5087.0,1333.0,0.03004823948424327,5.9068683869163105e-06,-225668161.0,-5243.559738780822
38,frozenset({'?a http://example.com/mother_P25.http://example.com/child_P40 ?b'}),frozenset({'?a http://example.com/sister_P9 ?b'}),44362.0,1752.0,763.0,0.017199404896082234,9.817011926987577e-06,-77721461.0,-1781.6432028257527
39,frozenset({'?a http://example.com/sister_P9 ?b'}),frozenset({'?a http://example.com/mother_P25.http://example.com/child_P40 ?b'}),1752.0,44362.0,763.0,0.4355022831050228,9.817011926987575e-06,-77721461.0,-78584.90596562185
40,frozenset({'?a http://example.com/sister_P9 ?b'}),frozenset({'?b http://example.com/mother_P25.http://example.com/child_P40 ?a'}),1752.0,44362.0,748.0,0.4269406392694064,9.624016934976025e-06,-77721476.0,-77410.82868525897
41,frozenset({'?b http://example.com/mother_P25.http://example.com/child_P40 ?a'}),frozenset({'?a http://example.com/sister_P9 ?b'}),44362.0,1752.0,748.0,0.016861277670077994,9.624016934976025e-06,-77721476.0,-1781.030448938414
42,frozenset({'?a http://example.com/occupation_P106 ?b'}),frozenset({'?a http://example.com/field_of_work_P101 ?b'}),396164.0,14096.0,4551.0,0.01148766672388203,8.149593305818693e-07,-5584323193.0,-14258.80034626021
43,frozenset({'?a http://example.com/field_of_work_P101 ?b'}),frozenset({'?a http://example.com/occupation_P106 ?b'}),14096.0,396164.0,4551.0,0.3228575482406356,8.149593305818692e-07,-5584323193.0,-585051.1941330539
44,frozenset({'?a http://example.com/is_in_the_administrative_territorial_entity_P131.http://example.com/capital_P36 ?b'}),frozenset({'?a http://example.com/is_in_the_administrative_territorial_entity_P131 ?b'}),332335.0,661749.0,850.0,0.002557660192275866,3.865000464338996e-09,-219922353065.0,-663444.8665248805
45,frozenset({'?a http://example.com/is_in_the_administrative_territorial_entity_P131 ?b'}),frozenset({'?a http://example.com/is_in_the_administrative_territorial_entity_P131.http://example.com/capital_P36 ?b'}),661749.0,332335.0,850.0,0.0012844749293161003,3.865000464338996e-09,-219922353065.0,-332761.4237061941
46,frozenset({'?a http://example.com/is_in_the_administrative_territorial_entity_P131 ?b'}),frozenset({'?b http://example.com/is_in_the_administrative_territorial_entity_P131.http://example.com/capital_P36 ?a'}),661749.0,332335.0,1419.0,0.0021443175584700542,6.4522772457612175e-09,-219922352496.0,-333048.1610194902
47,frozenset({'?b http://example.com/is_in_the_administrative_territorial_entity_P131.http://example.com/capital_P36 ?a'}),frozenset({'?a http://example.com/is_in_the_administrative_territorial_entity_P131 ?b'}),332335.0,661749.0,1419.0,0.00426978801510524,6.4522772457612175e-09,-219922352496.0,-664585.6397998284
48,frozenset({'?a http://example.com/capital_P36 ?b'}),frozenset({'?a http://example.com/is_in_the_administrative_territorial_entity_P131.http://example.com/capital_P36 ?b'}),11182.0,332335.0,1364.0,0.12198175639420497,3.670445676627649e-07,-3716168606.0,-378504.66367895703
49,frozenset({'?a http://example.com/is_in_the_administrative_territorial_entity_P131.http://example.com/capital_P36 ?b'}),frozenset({'?a http://example.com/capital_P36 ?b'}),332335.0,11182.0,1364.0,0.0041042923556050374,3.6704456766276493e-07,-3716168606.0,-11227.079215399537
50,frozenset({'?a http://example.com/director_P57 ?b'}),frozenset({'?a http://example.com/preceded_by_P155.http://example.com/director_P57 ?b'}),64352.0,860.0,317.0,0.004926031824962705,5.727943982514773e-06,-55342403.0,-863.2524088389162
51,frozenset({'?a http://example.com/preceded_by_P155.http://example.com/director_P57 ?b'}),frozenset({'?a http://example.com/director_P57 ?b'}),860.0,64352.0,317.0,0.3686046511627907,5.727943982514773e-06,-55342403.0,-101918.7108655617
52,frozenset({'?a http://example.com/director_P57 ?b'}),frozenset({'?a http://example.com/screenwriter_P58 ?b'}),64352.0,28243.0,9315.0,0.1447507458975634,5.1251901673888534e-06,-1817484221.0,-33021.95221396515
53,frozenset({'?a http://example.com/screenwriter_P58 ?b'}),frozenset({'?a http://example.com/director_P57 ?b'}),28243.0,64352.0,9315.0,0.3298162376518075,5.1251901673888534e-06,-1817484221.0,-96019.93306213016
54,frozenset({'?a http://example.com/director_of_photography_P344 ?b'}),"frozenset({('?a http://example.com/director_P57 ?b', '?a http://example.com/screenwriter_P58 ?b')})",22281.0,9315.0,185.0,0.008303038463264665,8.913621538663086e-07,-207547330.0,-9391.98198769008
55,"frozenset({('?a http://example.com/director_P57 ?b', '?a http://example.com/screenwriter_P58 ?b')})",frozenset({'?a http://example.com/director_of_photography_P344 ?b'}),9315.0,22281.0,185.0,0.019860440150295224,8.913621538663088e-07,-207547330.0,-22731.45673603505
56,frozenset({'?a http://example.com/producer_P162 ?b'}),"frozenset({('?a http://example.com/director_P57 ?b', '?a http://example.com/screenwriter_P58 ?b')})",37598.0,9315.0,1203.0,0.031996382786318424,3.4349310559654774e-06,-350224167.0,-9621.86487154829
57,"frozenset({('?a http://example.com/director_P57 ?b', '?a http://example.com/screenwriter_P58 ?b')})",frozenset({'?a http://example.com/producer_P162 ?b'}),9315.0,37598.0,1203.0,0.12914653784219002,3.4349310559654774e-06,-350224167.0,-43172.59060650887
58,frozenset({'?a http://example.com/cast_member_P161 ?b'}),"frozenset({('?a http://example.com/director_P57 ?b', '?a http://example.com/screenwriter_P58 ?b')})",275616.0,9315.0,1162.0,0.004216010681527923,4.526044746675172e-07,-2567361878.0,-9353.434178405125
59,"frozenset({('?a http://example.com/director_P57 ?b', '?a http://example.com/screenwriter_P58 ?b')})",frozenset({'?a http://example.com/cast_member_P161 ?b'}),9315.0,275616.0,1162.0,0.12474503488996243,4.526044746675172e-07,-2567361878.0,-314896.81405617564
60,frozenset({'?a http://example.com/headquarters_location_P159 ?b'}),frozenset({'?a http://example.com/country_P17.http://example.com/contains_administrative_territorial_entity_P150 ?b'}),7774.0,16968189.0,325.0,0.04180602006688963,2.4637879780151925e-09,-131910700961.0,-17708510.338568933
61,frozenset({'?a http://example.com/country_P17.http://example.com/contains_administrative_territorial_entity_P150 ?b'}),frozenset({'?a http://example.com/headquarters_location_P159 ?b'}),16968189.0,7774.0,325.0,1.9153487741090108e-05,2.463787978015193e-09,-131910700961.0,-7773.148882911838
62,frozenset({'?b http://example.com/country_P17.http://example.com/contains_administrative_territorial_entity_P150 ?a'}),frozenset({'?a http://example.com/named_after_P138 ?b'}),16968189.0,14109.0,195.0,1.1492092644654065e-05,8.145221237971554e-10,-239404178406.0,-14108.16213230627
63,frozenset({'?a http://example.com/named_after_P138 ?b'}),frozenset({'?b http://example.com/country_P17.http://example.com/contains_administrative_territorial_entity_P150 ?a'}),14109.0,16968189.0,195.0,0.01382096534127153,8.145221237971554e-10,-239404178406.0,-17205991.410952996
64,frozenset({'?a http://example.com/contains_administrative_territorial_entity_P150 ?b'}),frozenset({'?b http://example.com/country_P17.http://example.com/contains_administrative_territorial_entity_P150 ?a'}),89323.0,16968189.0,14232.0,0.15933186301400534,9.390033492319384e-09,-1515649531815.0,-20184169.29757228
65,frozenset({'?b http://example.com/country_P17.http://example.com/contains_administrative_territorial_entity_P150 ?a'}),frozenset({'?a http://example.com/contains_administrative_territorial_entity_P150 ?b'}),16968189.0,89323.0,14232.0,0.0008387459616344443,9.390033492319384e-09,-1515649531815.0,-89396.98135709557
66,frozenset({'?a http://example.com/located_on_terrain_feature_P706 ?b'}),frozenset({'?a http://example.com/country_P17.http://example.com/contains_administrative_territorial_entity_P150 ?b'}),2588.0,16968189.0,332.0,0.12828438948995363,7.560287635289401e-09,-43913672800.0,-19465279.496453904
67,frozenset({'?a http://example.com/country_P17.http://example.com/contains_administrative_territorial_entity_P150 ?b'}),frozenset({'?a http://example.com/located_on_terrain_feature_P706 ?b'}),16968189.0,2588.0,332.0,1.956602440012897e-05,7.560287635289401e-09,-43913672800.0,-2587.050618295522
68,frozenset({'?a http://example.com/shares_border_with_P47 ?b'}),frozenset({'?a http://example.com/country_P17.http://example.com/contains_administrative_territorial_entity_P150 ?b'}),88617.0,16968189.0,3790.0,0.04276831759143279,2.5204998359832505e-09,-1503670000823.0,-17726312.565527488
69,frozenset({'?a http://example.com/country_P17.http://example.com/contains_administrative_territorial_entity_P150 ?b'}),frozenset({'?a http://example.com/shares_border_with_P47 ?b'}),16968189.0,88617.0,3790.0,0.0002233591339653277,2.5204998359832505e-09,-1503670000823.0,-88635.79761499361
70,frozenset({'?b http://example.com/country_P17.http://example.com/contains_administrative_territorial_entity_P150 ?a'}),frozenset({'?a http://example.com/shares_border_with_P47 ?b'}),16968189.0,88617.0,3780.0,0.00022276979588098646,2.5138494406376483e-09,-1503670000833.0,-88635.74536690314
71,frozenset({'?a http://example.com/shares_border_with_P47 ?b'}),frozenset({'?b http://example.com/country_P17.http://example.com/contains_administrative_territorial_entity_P150 ?a'}),88617.0,16968189.0,3780.0,0.0426554724262839,2.5138494406376483e-09,-1503670000833.0,-17724223.11015241
72,frozenset({'?a http://example.com/found_in_taxon_P703 ?b'}),frozenset({'?a http://example.com/encodes_P688.http://example.com/found_in_taxon_P703 ?b'}),11505.0,1911.0,1910.0,0.16601477618426771,8.687324761081513e-05,-21984145.0,-2290.2084418968216
73,frozenset({'?a http://example.com/encodes_P688.http://example.com/found_in_taxon_P703 ?b'}),frozenset({'?a http://example.com/found_in_taxon_P703 ?b'}),1911.0,11505.0,1910.0,0.9994767137624281,8.687324761081513e-05,-21984145.0,-21984144.000001412
74,frozenset({'?a http://example.com/official_language_P37 ?b'}),frozenset({'?a http://example.com/shares_border_with_P47.http://example.com/official_language_P37 ?b'}),2738.0,1461.0,557.0,0.20343316289262237,0.0001392424112885848,-3999661.0,-1832.8656579550666
75,frozenset({'?a http://example.com/shares_border_with_P47.http://example.com/official_language_P37 ?b'}),frozenset({'?a http://example.com/official_language_P37 ?b'}),1461.0,2738.0,557.0,0.3812457221081451,0.00013924241128858477,-3999661.0,-4423.403761061947
76,frozenset({'?a http://example.com/occupation_P106.http://example.com/field_of_this_profession_P425 ?b'}),frozenset({'?a http://example.com/field_of_work_P101 ?b'}),362972.0,14096.0,255.0,0.0007025335287570391,4.9839211744965886e-08,-5116453057.0,-14104.909171613132
77,frozenset({'?a http://example.com/field_of_work_P101 ?b'}),frozenset({'?a http://example.com/occupation_P106.http://example.com/field_of_this_profession_P425 ?b'}),14096.0,362972.0,255.0,0.01809023836549376,4.9839211744965886e-08,-5116453057.0,-369658.20504298824
78,frozenset({'?a http://example.com/position_held_P39.http://example.com/subclass_of_P279 ?b'}),frozenset({'?a http://example.com/field_of_work_P101 ?b'}),17221.0,14096.0,121.0,0.007026305092619476,4.984609174673294e-07,-242747095.0,-14194.736549707603
79,frozenset({'?a http://example.com/field_of_work_P101 ?b'}),frozenset({'?a http://example.com/position_held_P39.http://example.com/subclass_of_P279 ?b'}),14096.0,17221.0,121.0,0.00858399545970488,4.984609174673294e-07,-242747095.0,-17369.09624329159
80,frozenset({'?a http://example.com/is_in_the_administrative_territorial_entity_P131 ?b'}),frozenset({'?a http://example.com/owned_by_P127.http://example.com/contains_administrative_territorial_entity_P150 ?b'}),661749.0,5605.0,462.0,0.0006981499027576921,1.245584126240307e-07,-3709102683.0,-5607.9151654274165
81,frozenset({'?a http://example.com/owned_by_P127.http://example.com/contains_administrative_territorial_entity_P150 ?b'}),frozenset({'?a http://example.com/is_in_the_administrative_territorial_entity_P131 ?b'}),5605.0,661749.0,462.0,0.0824264049955397,1.2455841262403073e-07,-3709102683.0,-721193.3774061832
82,frozenset({'?a http://example.com/occupation_P106.http://example.com/country_P17 ?b'}),frozenset({'?a http://example.com/country_of_citizenship_P27 ?b'}),343.0,243814.0,101.0,0.2944606413994169,1.2077265513851416e-06,-83628101.0,-345569.6652892562
83,frozenset({'?a http://example.com/country_of_citizenship_P27 ?b'}),frozenset({'?a http://example.com/occupation_P106.http://example.com/country_P17 ?b'}),243814.0,343.0,101.0,0.00041425020712510354,1.2077265513851416e-06,-83628101.0,-342.1417322834646
84,frozenset({'?a http://example.com/_OBSOLETE__grandparent_P45 ?b'}),frozenset({'?a http://example.com/father_P22.http://example.com/mother_P25 ?b'}),745.0,9224.0,122.0,0.16375838926174496,1.7753511411724303e-05,-6871758.0,-11029.109149277689
85,frozenset({'?a http://example.com/father_P22.http://example.com/mother_P25 ?b'}),frozenset({'?a http://example.com/_OBSOLETE__grandparent_P45 ?b'}),9224.0,745.0,122.0,0.013226366001734605,1.7753511411724303e-05,-6871758.0,-753.9723137771919
86,frozenset({'?a http://example.com/alma_mater_P69 ?b'}),frozenset({'?a http://example.com/employer_P108 ?b'}),75717.0,5692.0,177.0,0.002337652046436071,4.1069080225510735e-07,-430980987.0,-5704.33474980143
87,frozenset({'?a http://example.com/employer_P108 ?b'}),frozenset({'?a http://example.com/alma_mater_P69 ?b'}),5692.0,75717.0,177.0,0.031096275474349965,4.1069080225510735e-07,-430980987.0,-78146.0511332729
88,frozenset({'?a http://example.com/brother_P7.http://example.com/_OBSOLETE__grandparent_P45 ?b'}),frozenset({'?a http://example.com/_OBSOLETE__grandparent_P45 ?b'}),300.0,745.0,234.0,0.78,0.001046979865771812,-223266.0,-3381.8181818181824
89,frozenset({'?a http://example.com/_OBSOLETE__grandparent_P45 ?b'}),frozenset({'?a http://example.com/brother_P7.http://example.com/_OBSOLETE__grandparent_P45 ?b'}),745.0,300.0,234.0,0.31409395973154364,0.001046979865771812,-223266.0,-435.91976516634054
90,frozenset({'?a http://example.com/record_label_P264 ?b'}),frozenset({'?a http://example.com/performer_musical_artist_P175.http://example.com/record_label_P264 ?b'}),96856.0,1668.0,389.0,0.004016271578425704,2.4078366777132517e-06,-161555419.0,-1673.722122591145
91,frozenset({'?a http://example.com/performer_musical_artist_P175.http://example.com/record_label_P264 ?b'}),frozenset({'?a http://example.com/record_label_P264 ?b'}),1668.0,96856.0,389.0,0.23321342925659472,2.4078366777132517e-06,-161555419.0,-126312.85379202502
92,frozenset({'?a http://example.com/father_P22.http://example.com/award_received_P166 ?b'}),frozenset({'?a http://example.com/award_received_P166 ?b'}),4180.0,59371.0,605.0,0.14473684210526316,2.4378373634478643e-06,-248170175.0,-69417.23076923077
93,frozenset({'?a http://example.com/award_received_P166 ?b'}),frozenset({'?a http://example.com/father_P22.http://example.com/award_received_P166 ?b'}),59371.0,4180.0,605.0,0.010190160179212072,2.4378373634478643e-06,-248170175.0,-4222.023091583568
94,frozenset({'?a http://example.com/part_of_P361.http://example.com/operator_P137 ?b'}),frozenset({'?a http://example.com/operator_P137 ?b'}),4835.0,6631.0,525.0,0.10858324715615306,1.6375093825388788e-05,-32060360.0,-7437.598607888632
95,frozenset({'?a http://example.com/operator_P137 ?b'}),frozenset({'?a http://example.com/part_of_P361.http://example.com/operator_P137 ?b'}),6631.0,4835.0,525.0,0.07917357864575479,1.6375093825388788e-05,-32060360.0,-5249.632165083524
96,frozenset({'?a http://example.com/manufacturer_P176.http://example.com/country_P17 ?b'}),frozenset({'?a http://example.com/country_of_origin_P495 ?b'}),3226.0,18274.0,115.0,0.0356478611283323,1.950742099613237e-06,-58951809.0,-18948.4725168756
97,frozenset({'?a http://example.com/country_of_origin_P495 ?b'}),frozenset({'?a http://example.com/manufacturer_P176.http://example.com/country_P17 ?b'}),18274.0,3226.0,115.0,0.006293094013352304,1.950742099613237e-06,-58951809.0,-3245.423756814803
98,frozenset({'?a http://example.com/director_P57 ?b'}),frozenset({'?a http://example.com/production_company_P272 ?b'}),64352.0,15775.0,177.0,0.0027504972650422674,1.743579882752626e-07,-1015152623.0,-15817.506007012076
99,frozenset({'?a http://example.com/production_company_P272 ?b'}),frozenset({'?a http://example.com/director_P57 ?b'}),15775.0,64352.0,177.0,0.0112202852614897,1.7435798827526261e-07,-1015152623.0,-65081.229965380175
100,frozenset({'?a http://example.com/cast_member_P161.http://example.com/brother_P7 ?b'}),frozenset({'?a http://example.com/cast_member_P161 ?b'}),3957.0,275616.0,143.0,0.03613848875410665,1.31118979863675e-07,-1090612369.0,-285948.7558993183
101,frozenset({'?a http://example.com/cast_member_P161 ?b'}),frozenset({'?a http://example.com/cast_member_P161.http://example.com/brother_P7 ?b'}),275616.0,3957.0,143.0,0.000518837803320562,1.31118979863675e-07,-1090612369.0,-3958.0535878289343
102,frozenset({'?a http://example.com/succeeded_by_P156.http://example.com/operator_P137 ?b'}),frozenset({'?a http://example.com/operator_P137 ?b'}),265.0,6631.0,196.0,0.7396226415094339,0.00011154013595376774,-1757019.0,-25463.043478260865
103,frozenset({'?a http://example.com/operator_P137 ?b'}),frozenset({'?a http://example.com/succeeded_by_P156.http://example.com/operator_P137 ?b'}),6631.0,265.0,196.0,0.029558136027748455,0.00011154013595376775,-1757019.0,-272.04102564102567
104,frozenset({'?a http://example.com/type_of_astronomical_object_P60 ?b'}),frozenset({'?a http://example.com/succeeded_by_P156.http://example.com/type_of_astronomical_object_P60 ?b'}),27357.0,14176.0,14173.0,0.518075812406331,3.654597999480326e-05,-387798659.0,-29413.340033373785
105,frozenset({'?a http://example.com/succeeded_by_P156.http://example.com/type_of_astronomical_object_P60 ?b'}),frozenset({'?a http://example.com/type_of_astronomical_object_P60 ?b'}),14176.0,27357.0,14173.0,0.999788374717833,3.654597999480327e-05,-387798659.0,-129266218.66668978
106,frozenset({'?b http://example.com/brother_P7.http://example.com/sister_P9 ?a'}),frozenset({'?a http://example.com/brother_P7 ?b'}),1221.0,5087.0,360.0,0.29484029484029484,5.7959562579181217e-05,-6210867.0,-7212.550522648084
107,frozenset({'?a http://example.com/brother_P7 ?b'}),frozenset({'?b http://example.com/brother_P7.http://example.com/sister_P9 ?a'}),5087.0,1221.0,360.0,0.07076862590918026,5.795956257918121e-05,-6210867.0,-1312.9130526761157
108,frozenset({'?a http://example.com/brother_P7.http://example.com/sister_P9 ?b'}),frozenset({'?a http://example.com/sister_P9 ?b'}),1221.0,1752.0,642.0,0.5257985257985258,0.00030011331381194395,-2138550.0,-3692.5233160621765
109,frozenset({'?a http://example.com/sister_P9 ?b'}),frozenset({'?a http://example.com/brother_P7.http://example.com/sister_P9 ?b'}),1752.0,1221.0,642.0,0.3664383561643836,0.00030011331381194395,-2138550.0,-1925.6216216216217
