,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
21,frozenset({'?a http://example.com/isCitizenOf.http://example.com/hasCapital ?b'}),frozenset({'?a http://example.com/diedIn ?b'}),13624.0,22156.0,688.0,0.05049911920140928,2.279252536622553e-06,-301852656.0,-23333.31168831169
22,frozenset({'?a http://example.com/wasBornIn ?b'}),frozenset({'?a http://example.com/isCitizenOf.http://example.com/hasCapital ?b'}),55963.0,13624.0,976.0,0.01744009434805139,1.2801008769855688e-06,-762438936.0,-13864.80348082274
23,frozenset({'?a http://example.com/isCitizenOf.http://example.com/hasCapital ?b'}),frozenset({'?a http://example.com/wasBornIn ?b'}),13624.0,55963.0,976.0,0.0716382853787434,1.2801008769855688e-06,-762438936.0,-60280.38330170778
24,frozenset({'?a http://example.com/influences.http://example.com/isCitizenOf ?b'}),frozenset({'?a http://example.com/isCitizenOf ?b'}),1382.0,14570.0,146.0,0.10564399421128799,7.2507888957644465e-06,-20135594.0,-16289.93365695793
25,frozenset({'?a http://example.com/isCitizenOf ?b'}),frozenset({'?a http://example.com/influences.http://example.com/isCitizenOf ?b'}),14570.0,1382.0,146.0,0.010020590253946466,7.2507888957644465e-06,-20135594.0,-1394.9785080421518
26,frozenset({'?a http://example.com/wasBornIn ?b'}),frozenset({'?a http://example.com/diedIn ?b'}),55963.0,22156.0,1960.0,0.0350231402891196,1.5807519538328037e-06,-1239914268.0,-22959.099772234877
27,frozenset({'?a http://example.com/diedIn ?b'}),frozenset({'?a http://example.com/wasBornIn ?b'}),22156.0,55963.0,1960.0,0.08846362159234519,1.5807519538328037e-06,-1239914268.0,-61393.05169340464
28,frozenset({'?a http://example.com/hasChild.http://example.com/wasBornIn ?b'}),frozenset({'?a http://example.com/diedIn ?b'}),1677.0,22156.0,206.0,0.12283840190816935,5.544249950720769e-06,-37155406.0,-25257.603670972127
29,frozenset({'?a http://example.com/diedIn ?b'}),frozenset({'?a http://example.com/hasChild.http://example.com/wasBornIn ?b'}),22156.0,1677.0,206.0,0.00929770716735873,5.5442499507207695e-06,-37155406.0,-1691.7292027334852
30,frozenset({'?a http://example.com/isMarriedTo.http://example.com/diedIn ?b'}),frozenset({'?a http://example.com/diedIn ?b'}),1165.0,22156.0,185.0,0.15879828326180256,7.16728124489089e-06,-25811555.0,-26337.321428571428
31,frozenset({'?a http://example.com/diedIn ?b'}),frozenset({'?a http://example.com/isMarriedTo.http://example.com/diedIn ?b'}),22156.0,1165.0,185.0,0.008349882650297888,7.167281244890891e-06,-25811555.0,-1173.8011014519138
32,frozenset({'?a http://example.com/livesIn.http://example.com/hasCapital ?b'}),frozenset({'?a http://example.com/wasBornIn ?b'}),3545.0,55963.0,135.0,0.0380818053596615,6.804818426399854e-07,-198388700.0,-58177.50439882698
33,frozenset({'?a http://example.com/wasBornIn ?b'}),frozenset({'?a http://example.com/livesIn.http://example.com/hasCapital ?b'}),55963.0,3545.0,135.0,0.0024123081321587476,6.804818426399852e-07,-198388700.0,-3552.569893243534
34,frozenset({'?a http://example.com/wasBornIn.http://example.com/isLocatedIn ?b'}),frozenset({'?a http://example.com/isCitizenOf ?b'}),33778.0,14570.0,1265.0,0.03745041151045059,2.570378277999354e-06,-492144195.0,-15135.843570264202
35,frozenset({'?a http://example.com/isCitizenOf ?b'}),frozenset({'?a http://example.com/wasBornIn.http://example.com/isLocatedIn ?b'}),14570.0,33778.0,1265.0,0.08682223747426218,2.570378277999354e-06,-492144195.0,-36988.417136414886
36,frozenset({'?a http://example.com/isPoliticianOf ?b'}),frozenset({'?a http://example.com/wasBornIn.http://example.com/isLocatedIn ?b'}),1460.0,33778.0,219.0,0.15,4.440760258156196e-06,-49315661.0,-39737.64705882353
37,frozenset({'?a http://example.com/wasBornIn.http://example.com/isLocatedIn ?b'}),frozenset({'?a http://example.com/isPoliticianOf ?b'}),33778.0,1460.0,219.0,0.006483509976908047,4.440760258156197e-06,-49315661.0,-1468.5211716678089
38,frozenset({'?a http://example.com/hasChild.http://example.com/wasBornIn ?b'}),frozenset({'?a http://example.com/wasBornIn ?b'}),1677.0,55963.0,215.0,0.1282051282051282,2.290890913731004e-06,-93849736.0,-64191.70588235294
39,frozenset({'?a http://example.com/wasBornIn ?b'}),frozenset({'?a http://example.com/hasChild.http://example.com/wasBornIn ?b'}),55963.0,1677.0,215.0,0.0038418240623268947,2.2908909137310046e-06,-93849736.0,-1682.4637296405253
40,frozenset({'?a http://example.com/influences ?b'}),frozenset({'?b http://example.com/influences ?a'}),13950.0,13950.0,122.0,0.00874551971326165,6.269189758610502e-07,-194602378.0,-14072.067544113394
41,frozenset({'?b http://example.com/influences ?a'}),frozenset({'?a http://example.com/influences ?b'}),13950.0,13950.0,122.0,0.00874551971326165,6.269189758610502e-07,-194602378.0,-14072.067544113394
42,frozenset({'?b http://example.com/hasCapital ?a'}),frozenset({'?a http://example.com/isLocatedIn ?b'}),2119.0,213089.0,106.0,0.05002359603586597,2.347544736512254e-07,-451535485.0,-224308.72925981123
43,frozenset({'?a http://example.com/isLocatedIn ?b'}),frozenset({'?b http://example.com/hasCapital ?a'}),213089.0,2119.0,106.0,0.0004974447296669466,2.347544736512254e-07,-451535485.0,-2119.0541123000426
44,frozenset({'?a http://example.com/influences.http://example.com/hasWonPrize ?b'}),frozenset({'?a http://example.com/hasWonPrize ?b'}),2290.0,34003.0,160.0,0.06986899563318777,2.05478915487421e-06,-77866710.0,-36556.14084507042
45,frozenset({'?a http://example.com/hasWonPrize ?b'}),frozenset({'?a http://example.com/influences.http://example.com/hasWonPrize ?b'}),34003.0,2290.0,160.0,0.004705467164661942,2.0547891548742105e-06,-77866710.0,-2299.821735661732
46,frozenset({'?a http://example.com/dealsWith.http://example.com/participatedIn ?b'}),frozenset({'?a http://example.com/participatedIn ?b'}),43997.0,14013.0,905.0,0.020569584289837944,1.4678929772238596e-06,-616529056.0,-14306.274111203935
47,frozenset({'?a http://example.com/participatedIn ?b'}),frozenset({'?a http://example.com/dealsWith.http://example.com/participatedIn ?b'}),14013.0,43997.0,905.0,0.06458288731891815,1.4678929772238596e-06,-616529056.0,-47033.56332010985
48,frozenset({'?a http://example.com/created.http://example.com/isMarriedTo ?b'}),frozenset({'?a http://example.com/created ?b'}),380.0,200157.0,168.0,0.4421052631578947,2.208792413744684e-06,-76059492.0,-358770.1886792453
49,frozenset({'?a http://example.com/created ?b'}),frozenset({'?a http://example.com/created.http://example.com/isMarriedTo ?b'}),200157.0,380.0,168.0,0.00083934111722298,2.208792413744684e-06,-76059492.0,-379.31837751076307
50,frozenset({'?a http://example.com/hasChild.http://example.com/livesIn ?b'}),frozenset({'?a http://example.com/livesIn ?b'}),462.0,14593.0,116.0,0.2510822510822511,1.7205663748526765e-05,-6741850.0,-19484.115606936415
51,frozenset({'?a http://example.com/livesIn ?b'}),frozenset({'?a http://example.com/hasChild.http://example.com/livesIn ?b'}),14593.0,462.0,116.0,0.007949016651819366,1.7205663748526765e-05,-6741850.0,-464.69385922497753
52,frozenset({'?a http://example.com/livesIn.http://example.com/isLocatedIn ?b'}),frozenset({'?a http://example.com/livesIn ?b'}),5269.0,14593.0,938.0,0.17802239514139306,1.2199163649790521e-05,-76889579.0,-17752.308473793582
53,frozenset({'?a http://example.com/livesIn ?b'}),frozenset({'?a http://example.com/livesIn.http://example.com/isLocatedIn ?b'}),14593.0,5269.0,938.0,0.06427739327074625,1.219916364979052e-05,-76889579.0,-5629.873599414133
54,frozenset({'?a http://example.com/livesIn.http://example.com/hasCapital ?b'}),frozenset({'?a http://example.com/livesIn ?b'}),3545.0,14593.0,657.0,0.18533145275035262,1.2700024172572645e-05,-51731528.0,-17911.578947368424
55,frozenset({'?a http://example.com/livesIn ?b'}),frozenset({'?a http://example.com/livesIn.http://example.com/hasCapital ?b'}),14593.0,3545.0,657.0,0.045021585691770026,1.2700024172572645e-05,-51731528.0,-3711.078645235362
56,frozenset({'?a http://example.com/livesIn ?b'}),frozenset({'?a http://example.com/diedIn.http://example.com/isLocatedIn ?b'}),14593.0,13400.0,175.0,0.011992050983348181,8.949291778618045e-07,-195546025.0,-13561.631779719795
57,frozenset({'?a http://example.com/diedIn.http://example.com/isLocatedIn ?b'}),frozenset({'?a http://example.com/livesIn ?b'}),13400.0,14593.0,175.0,0.013059701492537313,8.949291778618045e-07,-195546025.0,-14785.088846880908
58,frozenset({'?a http://example.com/livesIn ?b'}),frozenset({'?a http://example.com/isCitizenOf.http://example.com/hasCapital ?b'}),14593.0,13624.0,201.0,0.013773727129445624,1.010989953717383e-06,-198814831.0,-13813.26007504169
59,frozenset({'?a http://example.com/isCitizenOf.http://example.com/hasCapital ?b'}),frozenset({'?a http://example.com/livesIn ?b'}),13624.0,14593.0,201.0,0.014753376394597768,1.010989953717383e-06,-198814831.0,-14810.504954183118
60,frozenset({'?a http://example.com/livesIn ?b'}),frozenset({'?a http://example.com/diedIn ?b'}),14593.0,22156.0,267.0,0.018296443500308367,8.258008440290832e-07,-323322241.0,-22567.912536646654
61,frozenset({'?a http://example.com/diedIn ?b'}),frozenset({'?a http://example.com/livesIn ?b'}),22156.0,14593.0,267.0,0.012050911716916411,8.258008440290832e-07,-323322241.0,-14769.991868061583
62,frozenset({'?a http://example.com/wasBornIn.http://example.com/isLocatedIn ?b'}),frozenset({'?a http://example.com/livesIn ?b'}),33778.0,14593.0,348.0,0.010302563798922375,7.059935447764253e-07,-492922006.0,-14743.899970086748
63,frozenset({'?a http://example.com/livesIn ?b'}),frozenset({'?a http://example.com/wasBornIn.http://example.com/isLocatedIn ?b'}),14593.0,33778.0,348.0,0.023847049955458097,7.059935447764254e-07,-492922006.0,-34602.15942435942
64,frozenset({'?a http://example.com/isLeaderOf ?b'}),frozenset({'?a http://example.com/livesIn ?b'}),6379.0,14593.0,215.0,0.03370434237341276,2.3096239548696468e-06,-93088532.0,-15100.968202465932
65,frozenset({'?a http://example.com/livesIn ?b'}),frozenset({'?a http://example.com/isLeaderOf ?b'}),14593.0,6379.0,215.0,0.01473309120811348,2.309623954869647e-06,-93088532.0,-6473.372791765197
66,frozenset({'?a http://example.com/wasBornIn ?b'}),frozenset({'?a http://example.com/livesIn ?b'}),55963.0,14593.0,773.0,0.013812697675249718,9.4652899850954e-07,-816667286.0,-14796.377894546114
67,frozenset({'?a http://example.com/livesIn ?b'}),frozenset({'?a http://example.com/wasBornIn ?b'}),14593.0,55963.0,773.0,0.05297060234358939,9.465289985095401e-07,-816667286.0,-59092.146599131695
68,frozenset({'?a http://example.com/isCitizenOf ?b'}),frozenset({'?a http://example.com/livesIn ?b'}),14570.0,14593.0,655.0,0.044955387783115995,3.0806131558360856e-06,-212619355.0,-15278.867409270571
69,frozenset({'?a http://example.com/livesIn ?b'}),frozenset({'?a http://example.com/isCitizenOf ?b'}),14593.0,14570.0,655.0,0.04488453368053176,3.0806131558360852e-06,-212619355.0,-15253.65310661501
70,frozenset({'?a http://example.com/isMarriedTo.http://example.com/livesIn ?b'}),frozenset({'?a http://example.com/livesIn ?b'}),537.0,14593.0,181.0,0.3370577281191806,2.3097219771066992e-05,-7836260.0,-22010.96629213483
71,frozenset({'?a http://example.com/livesIn ?b'}),frozenset({'?a http://example.com/isMarriedTo.http://example.com/livesIn ?b'}),14593.0,537.0,181.0,0.012403207017062975,2.3097219771066992e-05,-7836260.0,-542.7316125451013
72,frozenset({'?a http://example.com/isLocatedIn ?b'}),frozenset({'?a http://example.com/isCitizenOf.http://example.com/hasCapital ?b'}),213089.0,13624.0,143.0,0.0006710810975695601,4.925727374996771e-08,-2903124393.0,-13632.148277027978
73,frozenset({'?a http://example.com/isCitizenOf.http://example.com/hasCapital ?b'}),frozenset({'?a http://example.com/isLocatedIn ?b'}),13624.0,213089.0,143.0,0.01049618320610687,4.9257273749967716e-08,-2903124393.0,-215348.3355834137
74,frozenset({'?a http://example.com/isLocatedIn ?b'}),frozenset({'?a http://example.com/diedIn ?b'}),213089.0,22156.0,240.0,0.0011262899539628982,5.0834534842160055e-08,-4721199644.0,-22179.98108988062
75,frozenset({'?a http://example.com/diedIn ?b'}),frozenset({'?a http://example.com/isLocatedIn ?b'}),22156.0,213089.0,240.0,0.010832280194981043,5.083453484216005e-08,-4721199644.0,-215421.50611425444
76,frozenset({'?a http://example.com/created.http://example.com/created ?b'}),frozenset({'?a http://example.com/created ?b'}),3965.0,200157.0,125.0,0.031525851197982346,1.575056140828567e-07,-793622380.0,-206671.49479166666
77,frozenset({'?a http://example.com/created ?b'}),frozenset({'?a http://example.com/created.http://example.com/created ?b'}),200157.0,3965.0,125.0,0.0006245097598385267,1.5750561408285667e-07,-793622380.0,-3966.477103663414
78,frozenset({'?a http://example.com/created ?b'}),frozenset({'?a http://example.com/created.http://example.com/hasChild ?b'}),200157.0,409.0,135.0,0.0006744705406256089,1.6490722264684813e-06,-81864078.0,-408.275369709332
79,frozenset({'?a http://example.com/created.http://example.com/hasChild ?b'}),frozenset({'?a http://example.com/created ?b'}),409.0,200157.0,135.0,0.33007334963325186,1.6490722264684815e-06,-81864078.0,-298773.0072992701
80,frozenset({'?a http://example.com/isKnownFor ?b'}),frozenset({'?a http://example.com/created ?b'}),5878.0,200157.0,302.0,0.051378019734603604,2.566885981234911e-07,-1176522544.0,-210996.5868005739
81,frozenset({'?a http://example.com/created ?b'}),frozenset({'?a http://example.com/isKnownFor ?b'}),200157.0,5878.0,302.0,0.0015088155797698807,2.566885981234911e-07,-1176522544.0,-5885.880708513672
82,frozenset({'?a http://example.com/produced ?b'}),frozenset({'?a http://example.com/created ?b'}),20176.0,200157.0,2029.0,0.10056502775574941,5.024307306551828e-07,-4038365603.0,-222535.2651126908
83,frozenset({'?a http://example.com/created ?b'}),frozenset({'?a http://example.com/produced ?b'}),200157.0,20176.0,2029.0,0.010137042421698966,5.024307306551827e-07,-4038365603.0,-20381.60923746265
84,frozenset({'?a http://example.com/actedIn ?b'}),"frozenset({('?a http://example.com/created ?b', '?a http://example.com/produced ?b')})",107575.0,2029.0,207.0,0.0019242389030908668,9.483681138939708e-07,-218269468.0,-2031.9098800387453
85,"frozenset({('?a http://example.com/created ?b', '?a http://example.com/produced ?b')})",frozenset({'?a http://example.com/actedIn ?b'}),2029.0,107575.0,207.0,0.10202069985214392,9.483681138939709e-07,-218269468.0,-119795.634467618
86,frozenset({'?a http://example.com/directed ?b'}),"frozenset({('?a http://example.com/created ?b', '?a http://example.com/produced ?b')})",33473.0,2029.0,1011.0,0.030203447554745615,1.4885878538563635e-05,-67915706.0,-2091.1602489064135
87,"frozenset({('?a http://example.com/created ?b', '?a http://example.com/produced ?b')})",frozenset({'?a http://example.com/directed ?b'}),2029.0,33473.0,1011.0,0.4982750123213406,1.4885878538563635e-05,-67915706.0,-66713.83889980355
88,frozenset({'?a http://example.com/produced ?b'}),frozenset({'?a http://example.com/isMarriedTo.http://example.com/produced ?b'}),20176.0,3175.0,113.0,0.00560071371927042,1.7640043210300537e-06,-64058687.0,-3191.87678811743
89,frozenset({'?a http://example.com/isMarriedTo.http://example.com/produced ?b'}),frozenset({'?a http://example.com/produced ?b'}),3175.0,20176.0,113.0,0.03559055118110236,1.7640043210300534e-06,-64058687.0,-20919.53788373612
90,frozenset({'?a http://example.com/directed ?b'}),frozenset({'?a http://example.com/actedIn ?b'}),33473.0,107575.0,953.0,0.02847070773459206,2.6465914696344e-07,-3600857022.0,-110726.460701107
91,frozenset({'?a http://example.com/actedIn ?b'}),frozenset({'?a http://example.com/directed ?b'}),107575.0,33473.0,953.0,0.008858935626307228,2.6465914696344e-07,-3600857022.0,-33771.17668023485
92,"frozenset({('?a http://example.com/actedIn ?b', '?a http://example.com/directed ?b')})",frozenset({'?a http://example.com/created ?b'}),953.0,200157.0,384.0,0.40293809024134314,2.0131101597313265e-06,-190749237.0,-335234.9173989455
93,frozenset({'?a http://example.com/created ?b'}),"frozenset({('?a http://example.com/actedIn ?b', '?a http://example.com/directed ?b')})",200157.0,953.0,384.0,0.0019184939822239541,2.0131101597313265e-06,-190749237.0,-953.8299169557448
94,frozenset({'?a http://example.com/produced ?b'}),"frozenset({('?a http://example.com/actedIn ?b', '?a http://example.com/directed ?b')})",20176.0,953.0,174.0,0.008624107850911975,9.049431113233971e-06,-19227554.0,-960.2815718428157
95,"frozenset({('?a http://example.com/actedIn ?b', '?a http://example.com/directed ?b')})",frozenset({'?a http://example.com/produced ?b'}),953.0,20176.0,174.0,0.1825813221406086,9.049431113233971e-06,-19227554.0,-24681.35430038511
96,frozenset({'?a http://example.com/actedIn ?b'}),frozenset({'?a http://example.com/created ?b'}),107575.0,200157.0,1003.0,0.009323727631884732,4.6582071233505364e-08,-21531888272.0,-202039.76372780843
97,frozenset({'?a http://example.com/created ?b'}),frozenset({'?a http://example.com/actedIn ?b'}),200157.0,107575.0,1003.0,0.005011066312944339,4.658207123350536e-08,-21531888272.0,-108115.77531960192
98,"frozenset({('?a http://example.com/actedIn ?b', '?a http://example.com/created ?b')})",frozenset({'?a http://example.com/directed ?b'}),1003.0,33473.0,384.0,0.382851445663011,1.1437619743166463e-05,-33573035.0,-54236.53634894992
99,frozenset({'?a http://example.com/directed ?b'}),"frozenset({('?a http://example.com/actedIn ?b', '?a http://example.com/created ?b')})",33473.0,1003.0,384.0,0.01147193260239596,1.1437619743166461e-05,-33573035.0,-1013.6282752576385
100,"frozenset({('?a http://example.com/actedIn ?b', '?a http://example.com/created ?b')})",frozenset({'?a http://example.com/produced ?b'}),1003.0,20176.0,207.0,0.20638085742771686,1.0229027430001827e-05,-20236321.0,-25421.51381909548
101,frozenset({'?a http://example.com/produced ?b'}),"frozenset({('?a http://example.com/actedIn ?b', '?a http://example.com/created ?b')})",20176.0,1003.0,207.0,0.010259714512291832,1.0229027430001826e-05,-20236321.0,-1012.3867995392859
102,frozenset({'?a http://example.com/actedIn ?b'}),frozenset({'?a http://example.com/isMarriedTo.http://example.com/produced ?b'}),107575.0,3175.0,153.0,0.0014222635370671624,4.479570195487126e-07,-341550472.0,-3178.5206940850107
103,frozenset({'?a http://example.com/isMarriedTo.http://example.com/produced ?b'}),frozenset({'?a http://example.com/actedIn ?b'}),3175.0,107575.0,153.0,0.048188976377952754,4.479570195487126e-07,-341550472.0,-113020.33421575115
104,frozenset({'?a http://example.com/actedIn ?b'}),frozenset({'?a http://example.com/isMarriedTo.http://example.com/directed ?b'}),107575.0,5228.0,355.0,0.003300023239600279,6.312209716144374e-07,-562401745.0,-5244.306332773736
105,frozenset({'?a http://example.com/isMarriedTo.http://example.com/directed ?b'}),frozenset({'?a http://example.com/actedIn ?b'}),5228.0,107575.0,355.0,0.06790359602142311,6.312209716144374e-07,-562401745.0,-115410.80894726042
106,frozenset({'?a http://example.com/produced ?b'}),frozenset({'?a http://example.com/actedIn ?b'}),20176.0,107575.0,872.0,0.043219666931007136,4.0176311346509074e-07,-2170432328.0,-112433.33112308329
107,frozenset({'?a http://example.com/actedIn ?b'}),frozenset({'?a http://example.com/produced ?b'}),107575.0,20176.0,872.0,0.008105972577271671,4.0176311346509074e-07,-2170432328.0,-20339.874464635483
108,"frozenset({('?a http://example.com/actedIn ?b', '?a http://example.com/produced ?b')})",frozenset({'?a http://example.com/directed ?b'}),872.0,33473.0,174.0,0.19954128440366972,5.961260849152144e-06,-29188282.0,-41816.022922636104
109,frozenset({'?a http://example.com/directed ?b'}),"frozenset({('?a http://example.com/actedIn ?b', '?a http://example.com/produced ?b')})",33473.0,872.0,174.0,0.00519821946046067,5.961260849152145e-06,-29188282.0,-875.5513078470824
110,"frozenset({('?a http://example.com/actedIn ?b', '?a http://example.com/produced ?b')})",frozenset({'?a http://example.com/created ?b'}),872.0,200157.0,207.0,0.23738532110091742,1.185995598959404e-06,-174536697.0,-262460.1984962406
111,frozenset({'?a http://example.com/created ?b'}),"frozenset({('?a http://example.com/actedIn ?b', '?a http://example.com/produced ?b')})",200157.0,872.0,207.0,0.0010341881622926003,1.185995598959404e-06,-174536697.0,-871.9017104276069
112,frozenset({'?a http://example.com/dealsWith.http://example.com/dealsWith ?b'}),frozenset({'?a http://example.com/dealsWith ?b'}),1628.0,689.0,459.0,0.2819410319410319,0.00040920323939191863,-1121233.0,-958.1385799828913
113,frozenset({'?a http://example.com/dealsWith ?b'}),frozenset({'?a http://example.com/dealsWith.http://example.com/dealsWith ?b'}),689.0,1628.0,459.0,0.6661828737300436,0.0004092032393919187,-1121233.0,-4873.926086956522
114,frozenset({'?a http://example.com/hasChild ?b'}),frozenset({'?a http://example.com/isMarriedTo.http://example.com/hasChild ?b'}),11555.0,6567.0,3685.0,0.3189095629597577,4.856244296630999e-05,-75878000.0,-9640.423125794156
115,frozenset({'?a http://example.com/isMarriedTo.http://example.com/hasChild ?b'}),frozenset({'?a http://example.com/hasChild ?b'}),6567.0,11555.0,3685.0,0.5611390284757118,4.856244296630998e-05,-75878000.0,-26327.244274809156
116,frozenset({'?a http://example.com/directed ?b'}),frozenset({'?a http://example.com/created ?b'}),33473.0,200157.0,6277.0,0.1875242732948944,9.368859110343101e-07,-6699848984.0,-246353.2059126342
117,frozenset({'?a http://example.com/created ?b'}),frozenset({'?a http://example.com/directed ?b'}),200157.0,33473.0,6277.0,0.03136038210005146,9.3688591103431e-07,-6699848984.0,-34555.6793067877
118,"frozenset({('?a http://example.com/directed ?b', '?a http://example.com/created ?b')})",frozenset({'?a http://example.com/actedIn ?b'}),6277.0,107575.0,384.0,0.06117572088577346,5.68679720062965e-07,-675247891.0,-114583.74308501613
119,frozenset({'?a http://example.com/actedIn ?b'}),"frozenset({('?a http://example.com/directed ?b', '?a http://example.com/created ?b')})",107575.0,6277.0,384.0,0.0035696026028352312,5.68679720062965e-07,-675247891.0,-6298.483081602
120,"frozenset({('?a http://example.com/directed ?b', '?a http://example.com/created ?b')})",frozenset({'?a http://example.com/produced ?b'}),6277.0,20176.0,1011.0,0.16106420264457544,7.982960083494025e-06,-126643741.0,-24048.324154956324
121,frozenset({'?a http://example.com/produced ?b'}),"frozenset({('?a http://example.com/directed ?b', '?a http://example.com/created ?b')})",20176.0,6277.0,1011.0,0.05010904044409199,7.982960083494025e-06,-126643741.0,-6607.074145577877
122,frozenset({'?a http://example.com/produced ?b'}),frozenset({'?a http://example.com/directed ?b'}),20176.0,33473.0,2271.0,0.11255947660586836,3.3626946077694964e-06,-675348977.0,-37717.45724657917
123,frozenset({'?a http://example.com/directed ?b'}),frozenset({'?a http://example.com/produced ?b'}),33473.0,20176.0,2271.0,0.06784572640635736,3.3626946077694964e-06,-675348977.0,-21643.41308249471
124,"frozenset({('?a http://example.com/directed ?b', '?a http://example.com/produced ?b')})",frozenset({'?a http://example.com/actedIn ?b'}),2271.0,107575.0,174.0,0.07661822985468957,7.122308143591872e-07,-244302651.0,-116500.02575107296
