,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
60,frozenset({'?a http://example.com/contains_administrative_territorial_entity_P150 ?b'}),frozenset({'?a http://example.com/is_in_the_administrative_territorial_entity_P131.http://example.com/contains_administrative_territorial_entity_P150 ?b'}),89323.0,8611778.0,129.0,0.0014441969033731515,1.677002012096865e-10,-769229846165.0,-8624232.089277307
61,frozenset({'?a http://example.com/is_in_the_administrative_territorial_entity_P131.http://example.com/contains_administrative_territorial_entity_P150 ?b'}),frozenset({'?a http://example.com/contains_administrative_territorial_entity_P150 ?b'}),8611778.0,89323.0,129.0,1.4979485072652825e-05,1.6770020120968647e-10,-769229846165.0,-89323.33801760848
62,frozenset({'?a http://example.com/contains_administrative_territorial_entity_P150 ?b'}),frozenset({'?b http://example.com/is_in_the_administrative_territorial_entity_P131.http://example.com/contains_administrative_territorial_entity_P150 ?a'}),89323.0,8611778.0,3989.0,0.04465815075624419,5.185706221902631e-09,-769229842305.0,-9014340.789966485
63,frozenset({'?b http://example.com/is_in_the_administrative_territorial_entity_P131.http://example.com/contains_administrative_territorial_entity_P150 ?a'}),frozenset({'?a http://example.com/contains_administrative_territorial_entity_P150 ?b'}),8611778.0,89323.0,3989.0,0.0004632028368590087,5.185706221902631e-09,-769229842305.0,-89363.39337732372
64,frozenset({'?a http://example.com/type_of_administrative_entity_P132 ?b'}),frozenset({'?b http://example.com/is_in_the_administrative_territorial_entity_P131.http://example.com/contains_administrative_territorial_entity_P150 ?a'}),135832.0,8611778.0,178.0,0.00131044231109017,1.5216861269416956e-10,-1169755029118.0,-8623077.045011573
65,frozenset({'?b http://example.com/is_in_the_administrative_territorial_entity_P131.http://example.com/contains_administrative_territorial_entity_P150 ?a'}),frozenset({'?a http://example.com/type_of_administrative_entity_P132 ?b'}),8611778.0,135832.0,178.0,2.0669366999474442e-05,1.5216861269416959e-10,-1169755029118.0,-135833.8075988202
66,frozenset({'?a http://example.com/father_P22.http://example.com/place_of_burial_P119 ?b'}),frozenset({'?a http://example.com/place_of_burial_P119 ?b'}),2872.0,12634.0,578.0,0.2012534818941504,1.5929514159739625e-05,-36284270.0,-15816.031386224933
67,frozenset({'?a http://example.com/place_of_burial_P119 ?b'}),frozenset({'?a http://example.com/father_P22.http://example.com/place_of_burial_P119 ?b'}),12634.0,2872.0,578.0,0.0457495646667722,1.5929514159739625e-05,-36284270.0,-3008.6441605839414
68,frozenset({'?a http://example.com/place_of_burial_P119 ?b'}),frozenset({'?a http://example.com/mother_P25.http://example.com/place_of_burial_P119 ?b'}),12634.0,1703.0,478.0,0.037834415070444834,2.2216332983232434e-05,-21515224.0,-1768.9262915432707
69,frozenset({'?a http://example.com/mother_P25.http://example.com/place_of_burial_P119 ?b'}),frozenset({'?a http://example.com/place_of_burial_P119 ?b'}),1703.0,12634.0,478.0,0.28068115091015855,2.2216332983232434e-05,-21515224.0,-17562.448163265308
70,frozenset({'?a http://example.com/place_of_burial_P119 ?b'}),frozenset({'?a http://example.com/spouse_P26.http://example.com/place_of_burial_P119 ?b'}),12634.0,2013.0,720.0,0.05698907709355707,2.8310520165701475e-05,-25431522.0,-2133.591405069666
71,frozenset({'?a http://example.com/spouse_P26.http://example.com/place_of_burial_P119 ?b'}),frozenset({'?a http://example.com/place_of_burial_P119 ?b'}),2013.0,12634.0,720.0,0.35767511177347244,2.8310520165701475e-05,-25431522.0,-19667.61716937355
72,frozenset({'?a http://example.com/narrative_set_in_P840 ?b'}),frozenset({'?a http://example.com/director_of_photography_P344.http://example.com/place_of_death_P20 ?b'}),11670.0,10335.0,120.0,0.010282776349614395,9.949469133637537e-07,-120609330.0,-10441.366233766234
73,frozenset({'?a http://example.com/director_of_photography_P344.http://example.com/place_of_death_P20 ?b'}),frozenset({'?a http://example.com/narrative_set_in_P840 ?b'}),10335.0,11670.0,120.0,0.011611030478955007,9.949469133637539e-07,-120609330.0,-11806.080763582966
74,frozenset({'?a http://example.com/preceded_by_P155.http://example.com/place_of_burial_P119 ?b'}),frozenset({'?a http://example.com/place_of_burial_P119 ?b'}),612.0,12634.0,241.0,0.3937908496732026,3.116913484828262e-05,-7731767.0,-20839.342318059298
75,frozenset({'?a http://example.com/place_of_burial_P119 ?b'}),frozenset({'?a http://example.com/preceded_by_P155.http://example.com/place_of_burial_P119 ?b'}),12634.0,612.0,241.0,0.019075510527148964,3.116913484828262e-05,-7731767.0,-622.881788106189
76,frozenset({'?a http://example.com/place_of_burial_P119 ?b'}),frozenset({'?a http://example.com/child_P40.http://example.com/place_of_burial_P119 ?b'}),12634.0,2736.0,607.0,0.04804495804970714,1.756029168483448e-05,-34566017.0,-2873.0348382805355
77,frozenset({'?a http://example.com/child_P40.http://example.com/place_of_burial_P119 ?b'}),frozenset({'?a http://example.com/place_of_burial_P119 ?b'}),2736.0,12634.0,607.0,0.22185672514619884,1.756029168483448e-05,-34566017.0,-16234.799436355095
78,frozenset({'?a http://example.com/succeeded_by_P156.http://example.com/place_of_burial_P119 ?b'}),frozenset({'?a http://example.com/place_of_burial_P119 ?b'}),608.0,12634.0,236.0,0.3881578947368421,3.072327803837598e-05,-7681236.0,-20647.48387096774
79,frozenset({'?a http://example.com/place_of_burial_P119 ?b'}),frozenset({'?a http://example.com/succeeded_by_P156.http://example.com/place_of_burial_P119 ?b'}),12634.0,608.0,236.0,0.018679753047332593,3.072327803837598e-05,-7681236.0,-618.5544442652041
80,frozenset({'?a http://example.com/original_network_P449.http://example.com/country_P17 ?b'}),frozenset({'?a http://example.com/country_of_origin_P495 ?b'}),1507.0,18274.0,359.0,0.23822163238221633,1.303609677039599e-05,-27538559.0,-23987.29181184669
81,frozenset({'?a http://example.com/country_of_origin_P495 ?b'}),frozenset({'?a http://example.com/original_network_P449.http://example.com/country_P17 ?b'}),18274.0,1507.0,359.0,0.019645397832986758,1.303609677039599e-05,-27538559.0,-1536.1788445436785
82,frozenset({'?a http://example.com/parent_taxon_P171 ?b'}),frozenset({'?a http://example.com/_OBSOLETE__family_P71.http://example.com/taxonomic_type_P427 ?b'}),278120.0,4532.0,134.0,0.00048180641449733927,1.0631209499058677e-07,-1260439706.0,-4533.184117185758
83,frozenset({'?a http://example.com/_OBSOLETE__family_P71.http://example.com/taxonomic_type_P427 ?b'}),frozenset({'?a http://example.com/parent_taxon_P171 ?b'}),4532.0,278120.0,134.0,0.029567519858781994,1.0631209499058677e-07,-1260439706.0,-286592.8394724875
84,frozenset({'?a http://example.com/_OBSOLETE__family_P71.http://example.com/taxonomic_type_P427 ?b'}),frozenset({'?a http://example.com/_OBSOLETE__genus_P74 ?b'}),4532.0,168219.0,141.0,0.031112091791703444,1.849499271289417e-07,-762368367.0,-173619.67114552495
85,frozenset({'?a http://example.com/_OBSOLETE__genus_P74 ?b'}),frozenset({'?a http://example.com/_OBSOLETE__family_P71.http://example.com/taxonomic_type_P427 ?b'}),168219.0,4532.0,141.0,0.0008381930697483638,1.849499271289417e-07,-762368367.0,-4534.801038803413
86,frozenset({'?a http://example.com/type_of_orbit_P522 ?b'}),frozenset({'?a http://example.com/succeeded_by_P156.http://example.com/type_of_orbit_P522 ?b'}),287.0,232.0,230.0,0.8013937282229965,0.0034542833113060194,-66354.0,-1163.1052631578946
87,frozenset({'?a http://example.com/succeeded_by_P156.http://example.com/type_of_orbit_P522 ?b'}),frozenset({'?a http://example.com/type_of_orbit_P522 ?b'}),232.0,287.0,230.0,0.9913793103448276,0.0034542833113060194,-66354.0,-33176.000000000146
88,frozenset({'?a http://example.com/child_P40.http://example.com/religion_P140 ?b'}),frozenset({'?a http://example.com/religion_P140 ?b'}),2211.0,7477.0,728.0,0.32926277702397105,4.40367496354114e-05,-16530919.0,-11145.944706675658
89,frozenset({'?a http://example.com/religion_P140 ?b'}),frozenset({'?a http://example.com/child_P40.http://example.com/religion_P140 ?b'}),7477.0,2211.0,728.0,0.09736525344389461,4.403674963541141e-05,-16530919.0,-2448.3879093198993
90,frozenset({'?a http://example.com/part_of_P361 ?b'}),frozenset({'?a http://example.com/brother_P7.http://example.com/part_of_P361 ?b'}),42620.0,237.0,166.0,0.0038948850305021115,1.6434114052751525e-05,-10100774.0,-236.92278701653552
91,frozenset({'?a http://example.com/brother_P7.http://example.com/part_of_P361 ?b'}),frozenset({'?a http://example.com/part_of_P361 ?b'}),237.0,42620.0,166.0,0.70042194092827,1.6434114052751525e-05,-10100774.0,-142263.42253521126
92,frozenset({'?a http://example.com/father_P22 ?b'}),frozenset({'?a http://example.com/noble_family_P53.http://example.com/founder_P112 ?b'}),21441.0,2161.0,113.0,0.0052702765729210396,2.4388137773813234e-06,-46333888.0,-2171.4441110277567
93,frozenset({'?a http://example.com/noble_family_P53.http://example.com/founder_P112 ?b'}),frozenset({'?a http://example.com/father_P22 ?b'}),2161.0,21441.0,113.0,0.05229060620083295,2.4388137773813234e-06,-46333888.0,-22622.96875
94,frozenset({'?b http://example.com/noble_family_P53.http://example.com/founder_P112 ?a'}),frozenset({'?a http://example.com/child_P40 ?b'}),2161.0,33341.0,110.0,0.05090236001850995,1.5267196550346407e-06,-72049791.0,-35128.10336421258
95,frozenset({'?a http://example.com/child_P40 ?b'}),frozenset({'?b http://example.com/noble_family_P53.http://example.com/founder_P112 ?a'}),33341.0,2161.0,110.0,0.003299241174529858,1.5267196550346404e-06,-72049791.0,-2167.149950347567
96,frozenset({'?a http://example.com/contains_administrative_territorial_entity_P150.http://example.com/time_zone_P421 ?b'}),frozenset({'?a http://example.com/time_zone_P421 ?b'}),2651.0,28856.0,294.0,0.11090154658619389,3.843275110417032e-06,-76496962.0,-32454.223589308443
97,frozenset({'?a http://example.com/time_zone_P421 ?b'}),frozenset({'?a http://example.com/contains_administrative_territorial_entity_P150.http://example.com/time_zone_P421 ?b'}),28856.0,2651.0,294.0,0.010188522317715554,3.843275110417033e-06,-76496962.0,-2677.27750157552
98,frozenset({'?a http://example.com/named_after_P138 ?b'}),frozenset({'?a http://example.com/located_in_place_P1134 ?b'}),14109.0,2115.0,171.0,0.012119923453115033,5.73046026152011e-06,-29840364.0,-2139.935858803272
99,frozenset({'?a http://example.com/located_in_place_P1134 ?b'}),frozenset({'?a http://example.com/named_after_P138 ?b'}),2115.0,14109.0,171.0,0.08085106382978724,5.730460261520111e-06,-29840364.0,-15348.981481481482
100,frozenset({'?a http://example.com/located_on_terrain_feature_P706 ?b'}),frozenset({'?a http://example.com/located_in_place_P1134 ?b'}),2588.0,2115.0,186.0,0.07187017001545595,3.398116785600754e-05,-5473434.0,-2277.6985845129057
101,frozenset({'?a http://example.com/located_in_place_P1134 ?b'}),frozenset({'?a http://example.com/located_on_terrain_feature_P706 ?b'}),2115.0,2588.0,186.0,0.08794326241134752,3.398116785600754e-05,-5473434.0,-2836.4463452566097
102,frozenset({'?a http://example.com/narrative_set_in_P840 ?b'}),frozenset({'?a http://example.com/country_of_origin_P495.http://example.com/contains_administrative_territorial_entity_P150 ?b'}),11670.0,258496.0,133.0,0.011396743787489288,4.4088665927090896e-08,-3016648187.0,-261474.96316200052
103,frozenset({'?a http://example.com/country_of_origin_P495.http://example.com/contains_administrative_territorial_entity_P150 ?b'}),frozenset({'?a http://example.com/narrative_set_in_P840 ?b'}),258496.0,11670.0,133.0,0.0005145147313691508,4.4088665927090896e-08,-3016648187.0,-11675.006963071337
104,frozenset({'?a http://example.com/is_in_the_administrative_territorial_entity_P131.http://example.com/is_in_the_administrative_territorial_entity_P131 ?b'}),frozenset({'?a http://example.com/is_in_the_administrative_territorial_entity_P131 ?b'}),648637.0,661749.0,24160.0,0.037247335566734555,5.6286198493287566e-08,-429234861953.0,-687349.9544034448
105,frozenset({'?a http://example.com/is_in_the_administrative_territorial_entity_P131 ?b'}),frozenset({'?a http://example.com/is_in_the_administrative_territorial_entity_P131.http://example.com/is_in_the_administrative_territorial_entity_P131 ?b'}),661749.0,648637.0,24160.0,0.03650931093209057,5.6286198493287566e-08,-429234861953.0,-673214.6011992051
